X,CH1,CH2,
Second,Volt,Volt,
2.39900e-01,-6.00e-02,-1.00e-01,
2.40000e-01,-7.59e-02,-7.99e-02,
2.40100e-01,-6.00e-02,-1.20e-01,
2.40200e-01,-7.59e-02,-1.60e-01,
2.40300e-01,-7.59e-02,-1.20e-01,
2.40400e-01,-6.80e-02,-2.20e-01,
2.40500e-01,-8.40e-02,-7.99e-02,
2.40600e-01,-7.59e-02,-2.80e-01,
2.40700e-01,-8.79e-02,-2.00e-02,
2.40800e-01,-8.40e-02,-2.80e-01,
2.40900e-01,-9.20e-02,0.00e+00,
2.41000e-01,-9.60e-02,-2.20e-01,
2.41100e-01,-9.20e-02,-2.00e-02,
2.41200e-01,-1.00e-01,-1.20e-01,
2.41300e-01,-1.00e-01,-1.00e-01,
2.41400e-01,-1.04e-01,2.00e-02,
2.41500e-01,-1.00e-01,-1.40e-01,
2.41600e-01,-1.04e-01,1.20e-01,
2.41700e-01,-1.00e-01,-2.00e-01,
2.41800e-01,-1.08e-01,1.40e-01,
2.41900e-01,-1.08e-01,-2.00e-01,
2.42000e-01,-9.20e-02,7.99e-02,
2.42100e-01,-1.24e-01,-2.00e-01,
2.42200e-01,-9.20e-02,2.00e-02,
2.42300e-01,-1.08e-01,-1.20e-01,
2.42400e-01,-1.08e-01,-1.00e-01,
2.42500e-01,-1.08e-01,-6.00e-02,
2.42600e-01,-1.16e-01,-1.80e-01,
2.42700e-01,-1.08e-01,-2.00e-02,
2.42800e-01,-1.16e-01,-1.80e-01,
2.42900e-01,-1.16e-01,2.00e-02,
2.43000e-01,-1.24e-01,-1.60e-01,
2.43100e-01,-1.16e-01,-2.00e-02,
2.43200e-01,-1.32e-01,-1.60e-01,
2.43300e-01,-1.28e-01,2.00e-02,
2.43400e-01,-1.24e-01,-1.20e-01,
2.43500e-01,-1.24e-01,0.00e+00,
2.43600e-01,-1.28e-01,-1.20e-01,
2.43700e-01,-1.32e-01,-2.00e-02,
2.43800e-01,-1.28e-01,-7.99e-02,
2.43900e-01,-1.32e-01,-6.00e-02,
2.44000e-01,-1.36e-01,-7.99e-02,
2.44100e-01,-1.32e-01,-1.20e-01,
2.44200e-01,-1.40e-01,-7.99e-02,
2.44300e-01,-1.32e-01,-1.40e-01,
2.44400e-01,-1.40e-01,-2.00e-02,
2.44500e-01,-1.40e-01,-1.20e-01,
2.44600e-01,-1.48e-01,0.00e+00,
2.44700e-01,-1.44e-01,-1.60e-01,
2.44800e-01,-1.44e-01,-2.00e-02,
2.44900e-01,-1.48e-01,-1.60e-01,
2.45000e-01,-1.44e-01,-7.99e-02,
2.45100e-01,-1.64e-01,-1.20e-01,
2.45200e-01,-1.52e-01,-7.99e-02,
2.45300e-01,-1.64e-01,-7.99e-02,
2.45400e-01,-1.56e-01,-1.00e-01,
2.45500e-01,-1.56e-01,-2.00e-02,
2.45600e-01,-1.56e-01,-7.99e-02,
2.45700e-01,-1.64e-01,0.00e+00,
2.45800e-01,-1.56e-01,-1.00e-01,
2.45900e-01,-1.64e-01,-2.00e-02,
2.46000e-01,-1.56e-01,-7.99e-02,
2.46100e-01,-1.56e-01,-2.00e-02,
2.46200e-01,-1.56e-01,-7.99e-02,
2.46300e-01,-1.56e-01,-7.99e-02,
2.46400e-01,-1.68e-01,-1.00e-01,
2.46500e-01,-1.56e-01,-1.00e-01,
2.46600e-01,-1.72e-01,-6.00e-02,
2.46700e-01,-1.56e-01,-6.00e-02,
2.46800e-01,-1.72e-01,-6.00e-02,
2.46900e-01,-1.56e-01,-7.99e-02,
2.47000e-01,-1.72e-01,-7.99e-02,
2.47100e-01,-1.64e-01,-6.00e-02,
2.47200e-01,-1.76e-01,-6.00e-02,
2.47300e-01,-1.72e-01,-2.00e-02,
2.47400e-01,-1.72e-01,-7.99e-02,
2.47500e-01,-1.68e-01,0.00e+00,
2.47600e-01,-1.68e-01,-7.99e-02,
2.47700e-01,-1.84e-01,0.00e+00,
2.47800e-01,-1.68e-01,-1.00e-01,
2.47900e-01,-1.84e-01,-2.00e-02,
2.48000e-01,-1.68e-01,-1.20e-01,
2.48100e-01,-1.80e-01,-1.00e-01,
2.48200e-01,-1.72e-01,-1.20e-01,
2.48300e-01,-1.76e-01,-1.60e-01,
2.48400e-01,-1.80e-01,-7.99e-02,
2.48500e-01,-1.76e-01,-2.40e-01,
2.48600e-01,-1.84e-01,-2.00e-02,
2.48700e-01,-1.80e-01,-2.60e-01,
2.48800e-01,-1.84e-01,-2.00e-02,
2.48900e-01,-1.80e-01,-2.60e-01,
2.49000e-01,-1.84e-01,0.00e+00,
2.49100e-01,-1.88e-01,-2.00e-01,
2.49200e-01,-1.96e-01,-6.00e-02,
2.49300e-01,-2.00e-01,-7.99e-02,
2.49400e-01,-1.96e-01,-1.40e-01,
2.49500e-01,-1.92e-01,2.00e-02,
2.49600e-01,-1.92e-01,-2.00e-01,
2.49700e-01,-1.92e-01,1.00e-01,
2.49800e-01,-1.92e-01,-2.00e-01,
2.49900e-01,-1.88e-01,1.20e-01,
2.50000e-01,-2.00e-01,-2.00e-01,
2.50100e-01,-1.80e-01,7.99e-02,
2.50200e-01,-2.00e-01,-1.80e-01,
2.50300e-01,-1.84e-01,-2.00e-02,
2.50400e-01,-1.92e-01,-1.20e-01,
2.50500e-01,-1.92e-01,-1.20e-01,
2.50600e-01,-1.84e-01,-2.00e-02,
2.50700e-01,-1.92e-01,-1.40e-01,
2.50800e-01,-1.88e-01,2.00e-02,
2.50900e-01,-2.00e-01,-1.80e-01,
2.51000e-01,-1.84e-01,2.00e-02,
2.51100e-01,-2.00e-01,-1.60e-01,
2.51200e-01,-1.92e-01,0.00e+00,
2.51300e-01,-2.04e-01,-1.20e-01,
2.51400e-01,-1.92e-01,2.00e-02,
2.51500e-01,-2.00e-01,-1.20e-01,
2.51600e-01,-1.92e-01,-2.00e-02,
2.51700e-01,-1.88e-01,-1.00e-01,
2.51800e-01,-1.92e-01,-2.00e-02,
2.51900e-01,-2.00e-01,-1.00e-01,
2.52000e-01,-1.96e-01,-1.20e-01,
2.52100e-01,-1.92e-01,-1.00e-01,
2.52200e-01,-1.92e-01,-1.60e-01,
2.52300e-01,-2.00e-01,-7.99e-02,
2.52400e-01,-1.96e-01,-1.60e-01,
2.52500e-01,-2.04e-01,-2.00e-02,
2.52600e-01,-2.00e-01,-1.40e-01,
2.52700e-01,-2.00e-01,-2.00e-02,
2.52800e-01,-2.04e-01,-1.40e-01,
2.52900e-01,-1.96e-01,-2.00e-02,
2.53000e-01,-2.04e-01,-1.40e-01,
2.53100e-01,-1.96e-01,-2.00e-02,
2.53200e-01,-2.12e-01,-7.99e-02,
2.53300e-01,-2.00e-01,-7.99e-02,
2.53400e-01,-2.08e-01,-7.99e-02,
2.53500e-01,-2.04e-01,-7.99e-02,
2.53600e-01,-2.08e-01,-2.00e-02,
2.53700e-01,-2.04e-01,-1.00e-01,
2.53800e-01,-2.12e-01,-2.00e-02,
2.53900e-01,-2.04e-01,-1.20e-01,
2.54000e-01,-2.00e-01,-2.00e-02,
2.54100e-01,-2.00e-01,-7.99e-02,
2.54200e-01,-2.00e-01,0.00e+00,
2.54300e-01,-2.04e-01,-6.00e-02,
2.54400e-01,-1.92e-01,-2.00e-02,
2.54500e-01,-2.04e-01,-7.99e-02,
2.54600e-01,-1.92e-01,-1.00e-01,
2.54700e-01,-2.08e-01,-1.00e-01,
2.54800e-01,-1.88e-01,-7.99e-02,
2.54900e-01,-2.00e-01,-6.00e-02,
2.55000e-01,-1.84e-01,-7.99e-02,
2.55100e-01,-2.04e-01,-6.00e-02,
2.55200e-01,-1.92e-01,-6.00e-02,
2.55300e-01,-2.04e-01,-6.00e-02,
2.55400e-01,-1.92e-01,-2.00e-02,
2.55500e-01,-1.96e-01,-7.99e-02,
2.55600e-01,-2.00e-01,0.00e+00,
2.55700e-01,-1.84e-01,-1.00e-01,
2.55800e-01,-2.04e-01,0.00e+00,
2.55900e-01,-1.84e-01,-1.20e-01,
2.56000e-01,-2.00e-01,-6.00e-02,
2.56100e-01,-1.84e-01,-1.00e-01,
2.56200e-01,-2.00e-01,-1.00e-01,
2.56300e-01,-1.84e-01,-1.00e-01,
2.56400e-01,-1.84e-01,-2.00e-01,
2.56500e-01,-1.92e-01,-1.00e-01,
2.56600e-01,-1.92e-01,-2.60e-01,
2.56700e-01,-1.92e-01,-6.00e-02,
2.56800e-01,-1.88e-01,-2.80e-01,
2.56900e-01,-1.92e-01,0.00e+00,
2.57000e-01,-1.92e-01,-2.40e-01,
2.57100e-01,-2.00e-01,2.00e-02,
2.57200e-01,-2.00e-01,-1.40e-01,
2.57300e-01,-2.00e-01,-7.99e-02,
2.57400e-01,-2.00e-01,-6.00e-02,
2.57500e-01,-1.92e-01,-1.60e-01,
2.57600e-01,-1.92e-01,4.00e-02,
2.57700e-01,-1.88e-01,-2.00e-01,
2.57800e-01,-1.96e-01,1.40e-01,
2.57900e-01,-1.92e-01,-2.20e-01,
2.58000e-01,-1.84e-01,1.00e-01,
2.58100e-01,-1.96e-01,-2.00e-01,
2.58200e-01,-1.80e-01,6.00e-02,
2.58300e-01,-1.84e-01,-1.60e-01,
2.58400e-01,-1.80e-01,-7.99e-02,
2.58500e-01,-1.80e-01,-7.99e-02,
2.58600e-01,-1.84e-01,-1.40e-01,
2.58700e-01,-1.80e-01,0.00e+00,
2.58800e-01,-1.84e-01,-1.80e-01,
2.58900e-01,-1.72e-01,4.00e-02,
2.59000e-01,-1.80e-01,-1.60e-01,
2.59100e-01,-1.76e-01,2.00e-02,
2.59200e-01,-1.84e-01,-1.40e-01,
2.59300e-01,-1.76e-01,2.00e-02,
2.59400e-01,-1.80e-01,-1.00e-01,
2.59500e-01,-1.76e-01,2.00e-02,
2.59600e-01,-1.72e-01,-1.00e-01,
2.59700e-01,-1.72e-01,0.00e+00,
2.59800e-01,-1.76e-01,-1.20e-01,
2.59900e-01,-1.76e-01,-7.99e-02,
2.60000e-01,-1.72e-01,-1.00e-01,
2.60100e-01,-1.64e-01,-1.20e-01,
2.60200e-01,-1.68e-01,-7.99e-02,
2.60300e-01,-1.64e-01,-1.20e-01,
2.60400e-01,-1.72e-01,-6.00e-02,
2.60500e-01,-1.64e-01,-1.40e-01,
2.60600e-01,-1.72e-01,-2.00e-02,
2.60700e-01,-1.64e-01,-1.60e-01,
2.60800e-01,-1.64e-01,-2.00e-02,
2.60900e-01,-1.64e-01,-1.60e-01,
2.61000e-01,-1.64e-01,-7.99e-02,
2.61100e-01,-1.72e-01,-1.40e-01,
2.61200e-01,-1.60e-01,-6.00e-02,
2.61300e-01,-1.72e-01,-1.00e-01,
2.61400e-01,-1.56e-01,-7.99e-02,
2.61500e-01,-1.64e-01,-2.00e-02,
2.61600e-01,-1.56e-01,-7.99e-02,
2.61700e-01,-1.60e-01,-2.00e-02,
2.61800e-01,-1.56e-01,-1.20e-01,
2.61900e-01,-1.56e-01,-6.00e-02,
2.62000e-01,-1.56e-01,-1.20e-01,
2.62100e-01,-1.48e-01,-2.00e-02,
2.62200e-01,-1.48e-01,-1.00e-01,
2.62300e-01,-1.44e-01,-6.00e-02,
2.62400e-01,-1.48e-01,-7.99e-02,
2.62500e-01,-1.36e-01,-6.00e-02,
2.62600e-01,-1.48e-01,-6.00e-02,
2.62700e-01,-1.28e-01,-6.00e-02,
2.62800e-01,-1.48e-01,-6.00e-02,
2.62900e-01,-1.28e-01,-7.99e-02,
2.63000e-01,-1.40e-01,-6.00e-02,
2.63100e-01,-1.24e-01,-7.99e-02,
2.63200e-01,-1.40e-01,-7.99e-02,
2.63300e-01,-1.24e-01,-6.00e-02,
2.63400e-01,-1.40e-01,-7.99e-02,
2.63500e-01,-1.28e-01,-2.00e-02,
2.63600e-01,-1.24e-01,-6.00e-02,
2.63700e-01,-1.32e-01,2.00e-02,
2.63800e-01,-1.16e-01,-7.99e-02,
2.63900e-01,-1.40e-01,2.00e-02,
2.64000e-01,-1.12e-01,-1.20e-01,
2.64100e-01,-1.32e-01,-7.99e-02,
2.64200e-01,-1.12e-01,-1.20e-01,
2.64300e-01,-1.16e-01,-1.40e-01,
2.64400e-01,-1.16e-01,-1.20e-01,
2.64500e-01,-1.04e-01,-2.20e-01,
2.64600e-01,-1.16e-01,-7.99e-02,
2.64700e-01,-1.12e-01,-2.60e-01,
2.64800e-01,-1.16e-01,-2.00e-02,
2.64900e-01,-1.08e-01,-2.80e-01,
2.65000e-01,-1.16e-01,0.00e+00,
2.65100e-01,-1.08e-01,-2.40e-01,
2.65200e-01,-1.16e-01,-6.00e-02,
2.65300e-01,-1.16e-01,-1.40e-01,
2.65400e-01,-1.08e-01,-1.20e-01,
2.65500e-01,-1.16e-01,0.00e+00,
2.65600e-01,-1.04e-01,-1.60e-01,
2.65700e-01,-1.04e-01,1.00e-01,
2.65800e-01,-9.20e-02,-2.00e-01,
2.65900e-01,-1.00e-01,1.40e-01,
2.66000e-01,-1.00e-01,-2.00e-01,
2.66100e-01,-8.40e-02,1.00e-01,
2.66200e-01,-1.08e-01,-1.80e-01,
2.66300e-01,-7.59e-02,2.00e-02,
2.66400e-01,-9.20e-02,-1.20e-01,
2.66500e-01,-7.99e-02,-1.00e-01,
2.66600e-01,-7.99e-02,-6.00e-02,
2.66700e-01,-7.99e-02,-1.40e-01,
2.66800e-01,-7.59e-02,0.00e+00,
2.66900e-01,-7.59e-02,-1.60e-01,
2.67000e-01,-7.20e-02,2.00e-02,
2.67100e-01,-7.59e-02,-1.40e-01,
2.67200e-01,-6.80e-02,2.00e-02,
2.67300e-01,-7.99e-02,-1.20e-01,
2.67400e-01,-6.80e-02,2.00e-02,
2.67500e-01,-6.80e-02,-1.20e-01,
2.67600e-01,-6.40e-02,0.00e+00,
2.67700e-01,-6.00e-02,-1.20e-01,
2.67800e-01,-6.00e-02,-2.00e-02,
2.67900e-01,-6.40e-02,-1.00e-01,
2.68000e-01,-5.60e-02,-7.99e-02,
2.68100e-01,-6.00e-02,-1.00e-01,
2.68200e-01,-5.20e-02,-1.20e-01,
2.68300e-01,-5.20e-02,-7.99e-02,
2.68400e-01,-4.40e-02,-1.20e-01,
2.68500e-01,-5.20e-02,-6.00e-02,
2.68600e-01,-3.60e-02,-1.60e-01,
2.68700e-01,-4.80e-02,-6.00e-02,
2.68800e-01,-4.80e-02,-1.60e-01,
2.68900e-01,-4.40e-02,-2.00e-02,
2.69000e-01,-4.40e-02,-1.60e-01,
2.69100e-01,-3.60e-02,-7.99e-02,
2.69200e-01,-4.80e-02,-1.20e-01,
2.69300e-01,-3.60e-02,-7.99e-02,
2.69400e-01,-4.40e-02,-1.00e-01,
2.69500e-01,-3.20e-02,-1.20e-01,
2.69600e-01,-3.60e-02,-7.99e-02,
2.69700e-01,-2.80e-02,-1.00e-01,
2.69800e-01,-3.20e-02,-2.00e-02,
2.69900e-01,-2.40e-02,-7.99e-02,
2.70000e-01,-2.80e-02,0.00e+00,
2.70100e-01,-2.40e-02,-7.99e-02,
2.70200e-01,-2.40e-02,-2.00e-02,
2.70300e-01,-2.40e-02,-7.99e-02,
2.70400e-01,-1.60e-02,-6.00e-02,
2.70500e-01,-1.60e-02,-7.99e-02,
2.70600e-01,-8.00e-03,-6.00e-02,
2.70700e-01,-2.00e-02,-7.99e-02,
2.70800e-01,0.00e+00,-1.00e-01,
2.70900e-01,-1.20e-02,-7.99e-02,
2.71000e-01,0.00e+00,-7.99e-02,
2.71100e-01,-1.20e-02,-6.00e-02,
2.71200e-01,0.00e+00,-7.99e-02,
2.71300e-01,-8.00e-03,-7.99e-02,
2.71400e-01,0.00e+00,-6.00e-02,
2.71500e-01,0.00e+00,-6.00e-02,
2.71600e-01,4.00e-03,0.00e+00,
2.71700e-01,8.00e-03,-7.99e-02,
2.71800e-01,0.00e+00,-2.00e-02,
2.71900e-01,1.60e-02,-1.00e-01,
2.72000e-01,-4.00e-03,-2.00e-02,
2.72100e-01,2.40e-02,-1.00e-01,
2.72200e-01,8.00e-03,-7.99e-02,
2.72300e-01,2.40e-02,-7.99e-02,
2.72400e-01,2.00e-02,-1.40e-01,
2.72500e-01,2.00e-02,-1.00e-01,
2.72600e-01,2.80e-02,-2.20e-01,
2.72700e-01,2.00e-02,-6.00e-02,
2.72800e-01,3.20e-02,-2.80e-01,
2.72900e-01,2.80e-02,-2.00e-02,
2.73000e-01,3.20e-02,-2.80e-01,
2.73100e-01,2.40e-02,-2.00e-02,
2.73200e-01,2.40e-02,-2.00e-01,
2.73300e-01,2.80e-02,-2.00e-02,
2.73400e-01,2.40e-02,-7.99e-02,
2.73500e-01,2.80e-02,-1.20e-01,
2.73600e-01,3.20e-02,4.00e-02,
2.73700e-01,3.20e-02,-1.80e-01,
2.73800e-01,4.00e-02,1.20e-01,
2.73900e-01,4.00e-02,-2.00e-01,
2.74000e-01,4.80e-02,1.00e-01,
2.74100e-01,4.40e-02,-2.20e-01,
2.74200e-01,5.60e-02,7.99e-02,
2.74300e-01,3.60e-02,-1.80e-01,
2.74400e-01,6.40e-02,-2.00e-02,
2.74500e-01,5.60e-02,-1.20e-01,
2.74600e-01,6.40e-02,-1.20e-01,
2.74700e-01,6.00e-02,-2.00e-02,
2.74800e-01,6.00e-02,-1.60e-01,
2.74900e-01,6.40e-02,2.00e-02,
2.75000e-01,6.40e-02,-1.80e-01,
2.75100e-01,7.20e-02,2.00e-02,
2.75200e-01,6.40e-02,-1.40e-01,
2.75300e-01,7.20e-02,2.00e-02,
2.75400e-01,6.40e-02,-1.20e-01,
2.75500e-01,7.20e-02,0.00e+00,
2.75600e-01,7.59e-02,-1.20e-01,
2.75700e-01,7.20e-02,0.00e+00,
2.75800e-01,7.59e-02,-1.00e-01,
2.75900e-01,7.99e-02,-6.00e-02,
2.76000e-01,8.40e-02,-1.20e-01,
2.76100e-01,8.40e-02,-1.00e-01,
2.76200e-01,8.40e-02,-7.99e-02,
2.76300e-01,1.00e-01,-1.00e-01,
2.76400e-01,8.79e-02,-2.00e-02,
2.76500e-01,1.00e-01,-1.20e-01,
2.76600e-01,8.40e-02,-2.00e-02,
2.76700e-01,9.60e-02,-1.60e-01,
2.76800e-01,8.79e-02,-2.00e-02,
2.76900e-01,9.20e-02,-1.60e-01,
2.77000e-01,9.60e-02,-6.00e-02,
2.77100e-01,9.20e-02,-1.60e-01,
2.77200e-01,1.00e-01,-7.99e-02,
2.77300e-01,8.79e-02,-1.20e-01,
2.77400e-01,1.00e-01,-7.99e-02,
2.77500e-01,9.60e-02,-1.20e-01,
2.77600e-01,1.08e-01,-1.20e-01,
2.77700e-01,1.00e-01,-7.99e-02,
2.77800e-01,1.08e-01,-1.20e-01,
2.77900e-01,1.00e-01,-2.00e-02,
2.78000e-01,1.08e-01,-1.00e-01,
2.78100e-01,1.04e-01,-2.00e-02,
2.78200e-01,1.16e-01,-1.00e-01,
2.78300e-01,1.20e-01,-2.00e-02,
2.78400e-01,1.16e-01,-7.99e-02,
2.78500e-01,1.28e-01,-6.00e-02,
2.78600e-01,1.20e-01,-7.99e-02,
2.78700e-01,1.32e-01,-1.00e-01,
2.78800e-01,1.24e-01,-7.99e-02,
2.78900e-01,1.36e-01,-7.99e-02,
2.79000e-01,1.28e-01,-6.00e-02,
2.79100e-01,1.40e-01,-7.99e-02,
2.79200e-01,1.24e-01,-6.00e-02,
2.79300e-01,1.36e-01,-2.00e-02,
2.79400e-01,1.20e-01,-6.00e-02,
2.79500e-01,1.36e-01,-2.00e-02,
2.79600e-01,1.36e-01,-6.00e-02,
2.79700e-01,1.36e-01,-2.00e-02,
2.79800e-01,1.40e-01,-7.99e-02,
2.79900e-01,1.28e-01,0.00e+00,
2.80000e-01,1.48e-01,-7.99e-02,
2.80100e-01,1.32e-01,0.00e+00,
2.80200e-01,1.48e-01,-1.20e-01,
2.80300e-01,1.40e-01,-1.00e-01,
2.80400e-01,1.48e-01,-1.20e-01,
2.80500e-01,1.44e-01,-2.00e-01,
2.80600e-01,1.48e-01,-7.99e-02,
2.80700e-01,1.48e-01,-2.40e-01,
2.80800e-01,1.40e-01,-2.00e-02,
2.80900e-01,1.52e-01,-2.60e-01,
2.81000e-01,1.48e-01,0.00e+00,
2.81100e-01,1.44e-01,-2.60e-01,
2.81200e-01,1.48e-01,0.00e+00,
2.81300e-01,1.44e-01,-1.60e-01,
2.81400e-01,1.48e-01,-7.99e-02,
2.81500e-01,1.44e-01,-6.00e-02,
2.81600e-01,1.48e-01,-1.40e-01,
2.81700e-01,1.48e-01,4.00e-02,
2.81800e-01,1.56e-01,-2.20e-01,
2.81900e-01,1.56e-01,1.00e-01,
2.82000e-01,1.60e-01,-2.20e-01,
2.82100e-01,1.64e-01,1.20e-01,
2.82200e-01,1.56e-01,-2.00e-01,
2.82300e-01,1.80e-01,6.00e-02,
2.82400e-01,1.56e-01,-1.40e-01,
2.82500e-01,1.80e-01,-2.00e-02,
2.82600e-01,1.72e-01,-7.99e-02,
2.82700e-01,1.68e-01,-1.40e-01,
2.82800e-01,1.72e-01,-2.00e-02,
2.82900e-01,1.72e-01,-1.80e-01,
2.83000e-01,1.72e-01,2.00e-02,
2.83100e-01,1.76e-01,-1.40e-01,
2.83200e-01,1.80e-01,2.00e-02,
2.83300e-01,1.68e-01,-1.40e-01,
2.83400e-01,1.76e-01,2.00e-02,
2.83500e-01,1.72e-01,-1.40e-01,
2.83600e-01,1.80e-01,2.00e-02,
2.83700e-01,1.84e-01,-1.20e-01,
2.83800e-01,1.80e-01,0.00e+00,
2.83900e-01,1.84e-01,-1.00e-01,
2.84000e-01,1.88e-01,-6.00e-02,
2.84100e-01,1.84e-01,-1.00e-01,
2.84200e-01,1.84e-01,-1.00e-01,
2.84300e-01,1.88e-01,-7.99e-02,
2.84400e-01,1.92e-01,-1.20e-01,
2.84500e-01,1.88e-01,-7.99e-02,
2.84600e-01,1.88e-01,-1.60e-01,
2.84700e-01,1.84e-01,-7.99e-02,
2.84800e-01,1.96e-01,-2.00e-01,
2.84900e-01,1.88e-01,-6.00e-02,
2.85000e-01,1.88e-01,-1.80e-01,
2.85100e-01,1.96e-01,-6.00e-02,
2.85200e-01,1.84e-01,-1.40e-01,
2.85300e-01,1.96e-01,-6.00e-02,
2.85400e-01,1.76e-01,-7.99e-02,
2.85500e-01,1.96e-01,-7.99e-02,
2.85600e-01,1.84e-01,-7.99e-02,
2.85700e-01,1.88e-01,7.80e-01,
2.85800e-01,1.88e-01,8.60e-01,
2.85900e-01,1.96e-01,8.20e-01,
2.86000e-01,1.88e-01,8.60e-01,
2.86100e-01,1.96e-01,8.20e-01,
2.86200e-01,1.88e-01,8.60e-01,
2.86300e-01,1.96e-01,8.20e-01,
2.86400e-01,2.04e-01,8.80e-01,
2.86500e-01,1.96e-01,8.40e-01,
2.86600e-01,2.08e-01,8.40e-01,
2.86700e-01,1.96e-01,8.20e-01,
2.86800e-01,2.04e-01,8.60e-01,
2.86900e-01,1.96e-01,-5.60e-01,
2.87000e-01,2.12e-01,-1.00e+00,
2.87100e-01,1.96e-01,-9.80e-01,
2.87200e-01,2.12e-01,-9.80e-01,
2.87300e-01,1.96e-01,-9.40e-01,
2.87400e-01,2.12e-01,-9.60e-01,
2.87500e-01,1.96e-01,-9.60e-01,
2.87600e-01,2.04e-01,-9.20e-01,
2.87700e-01,2.00e-01,-9.20e-01,
2.87800e-01,1.96e-01,-9.00e-01,
2.87900e-01,2.12e-01,-9.80e-01,
2.88000e-01,1.96e-01,-9.20e-01,
2.88100e-01,2.12e-01,-1.00e+00,
2.88200e-01,2.00e-01,-7.99e-02,
2.88300e-01,2.20e-01,-1.20e-01,
2.88400e-01,2.08e-01,-1.40e-01,
2.88500e-01,2.08e-01,-1.20e-01,
2.88600e-01,2.12e-01,-2.20e-01,
2.88700e-01,2.00e-01,-7.99e-02,
2.88800e-01,2.12e-01,-2.60e-01,
2.88900e-01,2.04e-01,-2.00e-02,
2.89000e-01,2.08e-01,-2.80e-01,
2.89100e-01,2.04e-01,0.00e+00,
2.89200e-01,2.04e-01,-2.40e-01,
2.89300e-01,2.00e-01,-2.00e-02,
2.89400e-01,1.92e-01,-1.60e-01,
2.89500e-01,1.96e-01,-1.20e-01,
2.89600e-01,1.96e-01,-2.00e-02,
2.89700e-01,1.96e-01,-1.60e-01,
2.89800e-01,2.00e-01,7.99e-02,
2.89900e-01,2.04e-01,-2.00e-01,
2.90000e-01,2.00e-01,1.40e-01,
2.90100e-01,1.96e-01,-2.20e-01,
2.90200e-01,2.08e-01,1.00e-01,
2.90300e-01,1.96e-01,-2.40e-01,
2.90400e-01,2.16e-01,0.00e+00,
2.90500e-01,1.96e-01,-1.60e-01,
2.90600e-01,2.12e-01,-7.99e-02,
2.90700e-01,2.04e-01,-6.00e-02,
2.90800e-01,2.04e-01,-1.40e-01,
2.90900e-01,2.00e-01,0.00e+00,
2.91000e-01,2.04e-01,-1.80e-01,
2.91100e-01,2.04e-01,4.00e-02,
2.91200e-01,2.00e-01,-1.40e-01,
2.91300e-01,2.04e-01,2.00e-02,
2.91400e-01,1.96e-01,-1.20e-01,
2.91500e-01,2.04e-01,2.00e-02,
2.91600e-01,2.00e-01,-1.20e-01,
2.91700e-01,2.00e-01,-2.00e-02,
2.91800e-01,2.04e-01,-1.00e-01,
2.91900e-01,1.96e-01,-2.00e-02,
2.92000e-01,2.04e-01,-1.00e-01,
2.92100e-01,1.96e-01,-6.00e-02,
2.92200e-01,2.04e-01,-1.00e-01,
2.92300e-01,2.04e-01,-1.00e-01,
2.92400e-01,2.00e-01,-1.00e-01,
2.92500e-01,2.04e-01,-1.40e-01,
2.92600e-01,2.00e-01,-6.00e-02,
2.92700e-01,2.00e-01,-1.60e-01,
2.92800e-01,1.88e-01,-6.00e-02,
2.92900e-01,1.96e-01,-1.60e-01,
2.93000e-01,1.96e-01,-7.99e-02,
2.93100e-01,1.92e-01,-1.60e-01,
2.93200e-01,2.00e-01,-6.00e-02,
2.93300e-01,1.76e-01,-1.20e-01,
2.93400e-01,1.96e-01,-6.00e-02,
2.93500e-01,1.80e-01,-7.99e-02,
2.93600e-01,1.88e-01,-7.99e-02,
2.93700e-01,1.80e-01,-2.00e-02,
2.93800e-01,1.88e-01,-7.99e-02,
2.93900e-01,1.80e-01,-2.00e-02,
2.94000e-01,1.88e-01,-7.99e-02,
2.94100e-01,1.80e-01,0.00e+00,
2.94200e-01,1.88e-01,-1.00e-01,
2.94300e-01,1.84e-01,-6.00e-02,
2.94400e-01,1.88e-01,-1.20e-01,
2.94500e-01,1.88e-01,-6.00e-02,
2.94600e-01,1.84e-01,-7.99e-02,
2.94700e-01,1.88e-01,-6.00e-02,
2.94800e-01,1.80e-01,-7.99e-02,
2.94900e-01,1.92e-01,-7.99e-02,
2.95000e-01,1.76e-01,-6.00e-02,
2.95100e-01,1.96e-01,-1.00e-01,
2.95200e-01,1.80e-01,-6.00e-02,
2.95300e-01,1.88e-01,-7.99e-02,
2.95400e-01,1.68e-01,-6.00e-02,
2.95500e-01,1.80e-01,-7.99e-02,
2.95600e-01,1.72e-01,-7.99e-02,
2.95700e-01,1.76e-01,-2.00e-02,
2.95800e-01,1.76e-01,-7.99e-02,
2.95900e-01,1.68e-01,0.00e+00,
2.96000e-01,1.88e-01,-1.00e-01,
2.96100e-01,1.56e-01,-2.00e-02,
2.96200e-01,1.88e-01,-1.20e-01,
2.96300e-01,1.60e-01,-7.99e-02,
2.96400e-01,1.76e-01,-1.20e-01,
2.96500e-01,1.68e-01,-1.60e-01,
2.96600e-01,1.68e-01,-1.20e-01,
2.96700e-01,1.72e-01,-2.20e-01,
2.96800e-01,1.56e-01,-6.00e-02,
2.96900e-01,1.64e-01,-2.40e-01,
2.97000e-01,1.56e-01,2.00e-02,
2.97100e-01,1.56e-01,-2.60e-01,
